EXEMPLOS DE SOLUÇÕES

# MÉTODO: Primeiro caso

        x1 |        x2 |        x3 |        x4 |       x5 |       x6 |   res.
-----------+------------+-----------+-----------+------+------+--------
 -0.99988  |  0.0154594 | 0.0154594 | -0.99988  |    0 |    0 |      0
 -0.999827 | -0.0186051 | 0.0186051 |  0.999827 |    0 |    0 |      0
 -0.998826 | -0.0484497 | 0.0484497 |  0.998826 |    0 |    0 |      0
 -0.999927 | -0.0120733 | 0.0120733 |  0.999927 |    0 |    0 |      0
 -0.999814 | -0.019295  | 0.019295  |  0.999814 |    0 |    0 |      0
 -0.99893  |  0.0462389 | 0.0462389 | -0.99893  |    0 |    0 |      0
 -0.998462 |  0.0554392 | 0.0554392 | -0.998462 |    0 |    0 |      0
 -0.999901 | -0.0140937 | 0.0140937 |  0.999901 |    0 |    0 |      0
 -0.999877 | -0.0156897 | 0.0156897 |  0.999877 |    0 |    0 |      0
 -0.999942 | -0.0107402 | 0.0107402 |  0.999942 |    0 |    0 |      0
 -0.999825 | -0.0186977 | 0.0186977 |  0.999825 |    0 |    0 |      0
 -0.998477 | -0.0551721 | 0.0551721 |  0.998477 |    0 |    0 |      0
 -0.99943  |  0.0337678 | 0.0337678 | -0.99943  |    0 |    0 |      0
 -0.999892 |  0.0146972 | 0.0146972 | -0.999892 |    0 |    0 |      0
 -0.999034 | -0.0439468 | 0.0439468 |  0.999034 |    0 |    0 |      0

# MÉTODO: Quinto Sub-caso 4

        x1 |         x2 |        x3 |        x4 |   x5 |   x6 |   res.
-----------+------------+-----------+-----------+------+------+--------
 -0.999932 | -0.0116316 | 0.0116316 |  0.999932 |    0 |    0 |      0
 -0.999798 | -0.020076  | 0.020076  |  0.999798 |    0 |    0 |      0
 -0.998758 |  0.049825  | 0.049825  | -0.998758 |    0 |    0 |      0
 -0.999833 | -0.018276  | 0.018276  |  0.999833 |    0 |    0 |      0
 -0.999915 |  0.0130447 | 0.0130447 | -0.999915 |    0 |    0 |      0
 -0.998145 |  0.0608784 | 0.0608784 | -0.998145 |    0 |    0 |      0
 -0.999805 |  0.0197315 | 0.0197315 | -0.999805 |    0 |    0 |      0
 -0.994405 | -0.105638  | 0.105638  |  0.994405 |    0 |    0 |      0
 -0.999939 |  0.0110236 | 0.0110236 | -0.999939 |    0 |    0 |      0
 -0.999899 |  0.0141899 | 0.0141899 | -0.999899 |    0 |    0 |      0
 -0.999649 |  0.0265114 | 0.0265114 | -0.999649 |    0 |    0 |      0
 -0.99992  | -0.0126587 | 0.0126587 |  0.99992  |    0 |    0 |      0
 -0.999541 |  0.0302813 | 0.0302813 | -0.999541 |    0 |    0 |      0
 -0.999609 | -0.0279578 | 0.0279578 |  0.999609 |    0 |    0 |      0
 -0.999783 | -0.020819  | 0.020819  |  0.999783 |    0 |    0 |      0

